project_id,project_name,slug,project_path,tier,resolved_status,target_journal,portfolio_priority,ops_readiness_score,citation_readiness_score,workflow_readiness_score,recommended_license,source_paper_signal,source_protocol_signal,existing_pages_url,deposit_state,rewrite_workbook_source,rewrite_present,rewrite_valid,rewrite_word_count,rewrite_sentence_count,rewrite_matches_current,rewrite_status,publish_now,e156_body_status,protocol_status,dashboard_status,code_release_status,mit_license_status,github_status,pages_status,pdf_status,synthesis_status,source_article_path,github_repo_url,github_pages_url,paper_pdf_path,synthesis_article_url,notes,last_updated
70,PFA AF LivingMeta,pfa-af-livingmeta-70,C:\Projects\PFA_AF_LivingMeta\,Tier 10,Active,,medium,35,65,60,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/pfa-af-livingmeta-70.html,awaiting-release,C:\E156\rewrite-workbook.txt,yes,yes,150,7,no,rewritten,yes,ready,missing,draft,missing,missing,missing,draft,pending,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
112,Pooling Suite,pooling-suite-112,C:\Models\PoolingSuite\,Tier 10,Active,,medium,77,95,90,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/pooling-suite-112.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,150,7,no,rewritten,yes,ready,draft,draft,ready,planned,missing,draft,pending,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
73e,Portfolio Site,portfolio-site-73e,C:\Projects\portfolio-site\,Tier 10,Shipped,,medium,73,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/portfolio-site-73e.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,154,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
ext-users-user-portfoliocatalog,PortfolioCatalog,users-user-portfoliocatalog,C:\Users\user\PortfolioCatalog,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,ready,published,published,pending,not-configured,C:\Users\user\PortfolioCatalog\e156-submission\paper.json,https://github.com/mahmood726-cyber/portfolio-catalog,https://mahmood726-cyber.github.io/portfolio-catalog/,,,Workbook-only project discovered from the C drive scan.,
ext-users-user-portfolioops,PortfolioOps,users-user-portfolioops,C:\Users\user\PortfolioOps,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,ready,missing,missing,pending,not-configured,C:\Users\user\PortfolioOps\e156-submission\paper.json,,,,,Workbook-only project discovered from the C drive scan.,
107::prisma-checker-107,PRISMA Checker,prisma-checker-107,C:\Models\PRISMAChecker\,Tier 10,Active,,medium,75,95,90,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/prisma-checker-107.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,126,7,no,rewritten,yes,ready,draft,draft,ready,planned,missing,draft,pending,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
75,Private Website,private-website-75,C:\Projects\private-website\,Tier 11,Shipped,,medium,73,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/private-website-75.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,113,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
96,prognostic-meta,prognostic-meta-96,C:\Projects\,Tier 12,Active,,medium,24,65,60,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/prognostic-meta-96.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,yes,missing,missing,draft,missing,missing,missing,draft,pending,not-configured,,,,,,,
ext-users-user-provenanceatlas,ProvenanceAtlas,users-user-provenanceatlas,C:\Users\user\ProvenanceAtlas,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,ready,missing,missing,pending,not-configured,C:\Users\user\ProvenanceAtlas\e156-submission\paper.json,,,,,Workbook-only project discovered from the C drive scan.,
111,Pub Bias Suite,pub-bias-suite-111,C:\Models\PubBiasSuite\,Tier 10,Active,,medium,77,95,90,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/pub-bias-suite-111.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,152,7,no,rewritten,yes,ready,draft,draft,ready,planned,missing,draft,pending,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
31,pub-bias-simulation,pub-bias-simulation-31,C:\Projects\pub-bias-simulation\,Tier 4,Paused,,medium,84,95,95,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/pub-bias-simulation-31.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,150,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
41,RCT Extractor v2,rct-extractor-v2-41,C:\Projects\rct-extractor-v2\,Tier 6,Active,,medium,77,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/rct-extractor-v2-41.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,152,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,pending,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
ext-projects-research-orbit-control,research-orbit-control,projects-research-orbit-control,C:\Projects\research-orbit-control,Workbook-only,External E156 repo,E156,medium,40,40,40,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,ready,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-users-user-researchconstellation,ResearchConstellation,users-user-researchconstellation,C:\Users\user\ResearchConstellation,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,ready,missing,missing,pending,not-configured,C:\Users\user\ResearchConstellation\e156-submission\paper.json,,,,,Workbook-only project discovered from the C drive scan.,
32,rmstnma,rmstnma-32,C:\Projects\rmstnma\,Tier 4,Paused,,medium,84,95,95,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/rmstnma-32.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,138,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
ext-projects-scripts,Scripts,projects-scripts,C:\Projects\Scripts,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-users-user-submissioncockpit,SubmissionCockpit,users-user-submissioncockpit,C:\Users\user\SubmissionCockpit,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,https://mahmood726-cyber.github.io/submission-cockpit/e156-submission/assets/dashboard.html,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,ready,missing,published,pending,not-configured,C:\Users\user\SubmissionCockpit\e156-submission\paper.json,,https://mahmood726-cyber.github.io/submission-cockpit/e156-submission/assets/dashboard.html,,,Workbook-only project discovered from the C drive scan.,
55,Synthesis Course,synthesis-course-55,(in HTML apps or user home),Tier 8,Active,,medium,29,65,60,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/synthesis-course-55.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,yes,missing,missing,draft,missing,missing,missing,draft,pending,not-configured,,,,,,,
ext-projects-tower,tower,projects-tower,C:\Projects\tower,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-tower-js,tower_js,projects-tower-js,C:\Projects\tower_js,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-users-user-triageworkbench,TriageWorkbench,users-user-triageworkbench,C:\Users\user\TriageWorkbench,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,ready,missing,missing,pending,not-configured,C:\Users\user\TriageWorkbench\e156-submission\paper.json,,,,,Workbook-only project discovered from the C drive scan.,
64,TrialRadar,trialradar-64,C:\Projects\TrialRadar\,Tier 10,Review,,medium,82,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/trialradar-64.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,148,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,pending,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
ext-projects-truthcert-openclaw-supermemory-stack,truthcert-openclaw-supermemory-stack,projects-truthcert-openclaw-supermemory-stack,C:\Projects\truthcert-openclaw-supermemory-stack,Workbook-only,External E156 repo,E156,medium,20,40,40,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,ready,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-truthcert-validation-papers,TruthCert-Validation-Papers,projects-truthcert-validation-papers,C:\Projects\TruthCert-Validation-Papers,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-truthcert-v3-1-0-modeling,TruthCert_v3.1.0_modeling,projects-truthcert-v3-1-0-modeling,C:\Projects\TruthCert_v3.1.0_modeling,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
37,wasserstein,wasserstein-37,C:\Projects\wasserstein\,Tier 4,Shipped,,medium,82,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/wasserstein-37.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,153,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
68,3dvitreous-grapher,3dvitreous-grapher-68,C:\Projects\3dvitreous-grapher\,Tier 10,Needs triage,,low,21,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/3dvitreous-grapher-68.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
97,advanced-nma-pooling,advanced-nma-pooling-97,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/advanced-nma-pooling-97.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
73a,Asa,asa-73a,C:\Models\Asa\,Tier 10,Needs triage,,low,67,80,80,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/asa-73a.html,awaiting-authorship,C:\E156\rewrite-workbook.txt,yes,yes,150,7,no,rewritten,yes,ready,draft,draft,ready,planned,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
59,Burhan,burhan-59,C:\Projects\Burhan\,Tier 9,Needs triage,,low,61,80,80,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/burhan-59.html,awaiting-authorship,C:\E156\rewrite-workbook.txt,yes,yes,148,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
76,childnajia,childnajia-76,C:\Projects\childnajia\,Tier 11,Needs triage,,low,27,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/childnajia-76.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
102::claude-plugins-102,claude-plugins,claude-plugins-102,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/claude-plugins-102.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
101,claude-rct-work,claude-rct-work-101,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/claude-rct-work-101.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
103::component-nma-103,Component NMA,component-nma-103,C:\Models\ComponentNMA\,Tier 10,Needs triage,,low,58,80,80,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/component-nma-103.html,awaiting-authorship,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,draft,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
44,Dataextractor,dataextractor-44,C:\Projects\Dataextractor\,Tier 6,Needs triage,,low,59,70,65,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/dataextractor-44.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,draft,draft,ready,missing,missing,draft,not-needed,not-configured,,,,,,,
48,DTA70,dta70-48,C:\Projects\DTA70\,Tier 6,Needs triage,,low,69,80,80,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/dta70-48.html,awaiting-authorship,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,draft,draft,ready,missing,missing,draft,not-needed,not-configured,,,,,,,
85,esc-acs-living-meta,esc-acs-living-meta-85,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/esc-acs-living-meta-85.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
93,everything-claude-code,everything-claude-code-93,C:\Projects\,Tier 12,Needs triage,,low,12,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/everything-claude-code-93.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
108,Evidence Half-Life,evidence-half-life-108,C:\EvidenceHalfLife\,Tier 10,Needs triage,,low,69,80,80,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/evidence-half-life-108.html,awaiting-authorship,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,draft,draft,ready,missing,missing,draft,not-needed,not-configured,,,,,,,
80::evidence-inference-80,evidence-inference,evidence-inference-80,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/evidence-inference-80.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
40d,EvidenceGapMap,evidencegapmap-40d,C:\EvidenceGapMap\,Tier 5,Paused,,low,56,75,70,CC-BY-4.0,yes,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/evidencegapmap-40d.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
91,experimental-meta-analysis,experimental-meta-analysis-91,C:\Projects\,Tier 12,Needs triage,,low,14,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/experimental-meta-analysis-91.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
56,Fatiha Course,fatiha-course-56,C:\Projects\Fatiha-Course\,Tier 8,Needs triage,,low,33,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/fatiha-course-56.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
57,Fatiha Course v2,fatiha-course-v2-57,C:\Projects\Fatiha-course-github-v2\,Tier 8,Needs triage,,low,63,70,65,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/fatiha-course-v2-57.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,draft,draft,ready,missing,missing,draft,not-needed,not-configured,,,,,,,
104::glm-code-104,glm-code,glm-code-104,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/glm-code-104.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
83,hfpef_registry_calibration,hfpef-registry-calibration-83,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/hfpef-registry-calibration-83.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
82,hfpef_registry_synth,hfpef-registry-synth-82,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/hfpef-registry-synth-82.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
92,idea12,idea12-92,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/idea12-92.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
60,IPD Zahid,ipd-zahid-60,C:\Projects\IPD Zahid\,Tier 9,Needs triage,,low,21,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/ipd-zahid-60.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
94,ipd-meta-pro-link,ipd-meta-pro-link-94,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/ipd-meta-pro-link-94.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
95,ipd_qma_project,ipd-qma-project-95,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/ipd-qma-project-95.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
45,KMcurve,kmcurve-45,C:\Projects\KMcurve\,Tier 6,Needs triage,,low,39,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/kmcurve-45.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,ready,missing,missing,draft,not-needed,not-configured,,,,,,,
69,LivingMeta Watchman,livingmeta-watchman-69,C:\Projects\LivingMeta_Watchman_Amulet\,Tier 10,Needs triage,,low,37,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/livingmeta-watchman-69.html,awaiting-release,C:\E156\rewrite-workbook.txt,yes,yes,149,7,no,rewritten,yes,ready,missing,draft,missing,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
81,llm-meta-analysis,llm-meta-analysis-81,C:\Projects\,Tier 12,Needs triage,,low,14,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/llm-meta-analysis-81.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
88,MAFI,mafi-88,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/mafi-88.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
89,MAFI-Continuation,mafi-continuation-89,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/mafi-continuation-89.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
90,maxent-reconstructor,maxent-reconstructor-90,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/maxent-reconstructor-90.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
79::meta-epidemiology-bias-correction-79,meta-epidemiology-bias-correction,meta-epidemiology-bias-correction-79,C:\Projects\,Tier 12,Paused,,low,33,65,60,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/meta-epidemiology-bias-correction-79.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
100,MetaFusion-Lab,metafusion-lab-100,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/metafusion-lab-100.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
80::metamethods-80,MetaMethods,metamethods-80,C:\Models\MetaMethods\,Tier 10,Needs triage,,low,58,80,80,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/metamethods-80.html,awaiting-authorship,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,draft,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
87,MLM501,mlm501-87,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/mlm501-87.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
103::multipledatameta-103,Multipledatameta,multipledatameta-103,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/multipledatameta-103.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
73d,new-app,new-app-73d,C:\Projects\new-app\,Tier 10,Needs triage,,low,39,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/new-app-73d.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
73b,oman,oman-73b,C:\Projects\oman\,Tier 10,Needs triage,,low,27,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/oman-73b.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
72,rayyanreplacement,rayyanreplacement-72,C:\Projects\rayyanreplacement\,Tier 10,Needs triage,,low,33,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/rayyanreplacement-72.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
84,registry_first_rct_meta,registry-first-rct-meta-84,C:\Projects\,Tier 12,Needs triage,,low,10,50,45,CC-BY-4.0,no,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/registry-first-rct-meta-84.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
46,repo100,repo100-46,C:\Projects\repo100\,Tier 6,Needs triage,,low,63,70,65,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/repo100-46.html,awaiting-release,C:\E156\rewrite-workbook.txt,yes,yes,156,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
47,repo300-ENMA-SNMA,repo300-enma-snma-47,C:\Projects\repo300-ENMA-SNMA\,Tier 6,Needs triage,,low,61,80,80,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/repo300-enma-snma-47.html,awaiting-authorship,C:\E156\rewrite-workbook.txt,yes,yes,153,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
104::rmst-meta-104,RMST Meta,rmst-meta-104,C:\RMSTmeta\,Tier 10,Needs triage,,low,58,80,80,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/rmst-meta-104.html,awaiting-authorship,C:\E156\rewrite-workbook.txt,yes,yes,156,7,no,rewritten,yes,ready,draft,draft,missing,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
102::rob-assessor-102,RoB Assessor,rob-assessor-102,C:\Models\RoBAssessor\,Tier 10,Needs triage,,low,58,80,80,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/rob-assessor-102.html,awaiting-authorship,C:\E156\rewrite-workbook.txt,yes,yes,152,7,no,rewritten,yes,ready,draft,draft,missing,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
